Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/15  17:00:00,0,111098930.2,205440629.1
 01/15  18:00:00,0,148821060.2,220877956.3
 01/15  19:00:00,0,156685705,222891226.6
 01/15  20:00:00,0,153362005.9,224296080.7
 01/15  21:00:00,0,151925643.1,223150871
 01/15  22:00:00,0,132449289.9,218239939.8
 01/15  23:00:00,0,108004198,225963765.9
 01/15  24:00:00,0,87789898.4,235679752
 01/16  01:00:00,0,75315087.89,243376222.8
 01/16  02:00:00,0,73899206.4,259455049.4
 01/16  03:00:00,0,72981459.75,260737044.7
 01/16  04:00:00,0,72710849.94,267646068.9
 01/16  05:00:00,0,80103105.73,267332743.1
 01/16  06:00:00,0,95911054.14,269158933.6
 01/16  07:00:00,0,114574706.5,303777427
 01/16  08:00:00,0,120459278.6,306332612.6
 01/16  09:00:00,0,94087875.7,326351553.4
 01/16  10:00:00,0,84129094.71,323961252.2
 01/16  11:00:00,0,73082765.66,303327092.9
 01/16  12:00:00,0,73129933.97,279706535.2
 01/16  13:00:00,0,72174594.1,263302698.7
 01/16  14:00:00,0,69416240.04,229341476.9
 01/16  15:00:00,0,67756301.33,197057520.2
 01/16  16:00:00,0,72041267.04,186113628.3
 01/16  17:00:00,0,110772231.6,199081663.1
 01/16  18:00:00,0,149041659.2,227816999.8
 01/16  19:00:00,0,157561937.8,246645525.7
 01/16  20:00:00,0,154426995.1,252721647.1
 01/16  21:00:00,0,153451419.5,264065042.9
 01/16  22:00:00,0,134348989.1,269308531.3
 01/16  23:00:00,0,110470376.7,292593114.8
 01/16  24:00:00,0,90244340.12,302317948.5
 01/17  01:00:00,0,77534139.7,303776024.1
 01/17  02:00:00,0,75688070.76,308030355.8
 01/17  03:00:00,0,74805468.64,310432095.9
 01/17  04:00:00,0,74462316.36,315148591.5
 01/17  05:00:00,0,82424422.09,330824211.7
 01/17  06:00:00,0,99428148.96,365994946
 01/17  07:00:00,0,118661741.7,416010869.6
 01/17  08:00:00,0,125547236.7,426195417.9
 01/17  09:00:00,0,106422559.9,419754684.8
 01/17  10:00:00,0,94559097.99,361514959.7
 01/17  11:00:00,0,81807792.14,295578844.1
 01/17  12:00:00,0,81700810.46,266594963
 01/17  13:00:00,0,79262377.96,234799080.7
 01/17  14:00:00,0,77482046.87,200737958.1
 01/17  15:00:00,0,76717088.66,190940998.2
 01/17  16:00:00,0,81801510.71,199953365.7
 01/17  17:00:00,0,120465463,211441040.3
 01/17  18:00:00,0,150360780.3,244314280.8
 01/17  19:00:00,0,157966763.5,257567949.3
 01/17  20:00:00,0,154434208.6,253061596.8
 01/17  21:00:00,0,152996027.6,251833918.8
 01/17  22:00:00,0,133523215.7,246985010.2
 01/17  23:00:00,0,109064112.1,254395269.1
 01/17  24:00:00,0,87949084.74,239630336.8
 01/18  01:00:00,0,75185429.4,239475946.9
 01/18  02:00:00,0,73654940.72,252278535.4
 01/18  03:00:00,0,73103048.29,263311016.5
 01/18  04:00:00,0,73079348.98,277325860.1
 01/18  05:00:00,0,80724624.15,284419300.1
 01/18  06:00:00,0,96850069.14,294924452.4
 01/18  07:00:00,0,115572683.8,331025083.3
 01/18  08:00:00,0,122183084.7,334316635.7
 01/18  09:00:00,0,103387955.3,332407201.8
 01/18  10:00:00,0,93273655.46,323532110.2
 01/18  11:00:00,0,82314694.75,305022646.4
 01/18  12:00:00,0,82157309.21,276389180.6
 01/18  13:00:00,0,78912066.31,226330949.1
 01/18  14:00:00,0,77461890.38,201605544.6
 01/18  15:00:00,0,77104484.51,201370444
 01/18  16:00:00,0,81940805.17,203724908.7
 01/18  17:00:00,0,116692005.3,214033898.1
 01/18  18:00:00,0,149696794.7,226205100.3
 01/18  19:00:00,0,157451559.7,243541704.5
 01/18  20:00:00,0,154530737.2,255569481.8
 01/18  21:00:00,0,152736202.9,244549307.3
 01/18  22:00:00,0,133283552.1,240397823.1
 01/18  23:00:00,0,109088660.1,255050489.8
 01/18  24:00:00,0,88433606.01,252881041.4
 01/19  01:00:00,0,76007956.73,262238864.7
 01/19  02:00:00,0,74907353.27,287191060.5
 01/19  03:00:00,0,73983706.9,288251541.6
 01/19  04:00:00,0,73274533.66,282979245
 01/19  05:00:00,0,80743034.41,284886663.6
 01/19  06:00:00,0,96875878.46,295669722.9
 01/19  07:00:00,0,115569573.3,331078365.2
 01/19  08:00:00,0,121705706.6,321329944.8
 01/19  09:00:00,0,102853555.9,316998766.3
 01/19  10:00:00,0,91108539.49,268153522.5
 01/19  11:00:00,0,78485212.66,208765086.7
 01/19  12:00:00,0,77885335.34,161426113.8
 01/19  13:00:00,0,75630083.02,133311106.9
 01/19  14:00:00,0,74471427.91,113361451
 01/19  15:00:00,0,73814676.15,107892764.8
 01/19  16:00:00,0,79106468.03,125354890.4
 01/19  17:00:00,0,114286702.9,149998988
 01/19  18:00:00,0,148135838.4,186218466.8
 01/19  19:00:00,0,156047650.2,207912252.1
 01/19  20:00:00,0,152858182.7,212766280.1
 01/19  21:00:00,0,151933977.6,225446575
 01/19  22:00:00,0,133318909.7,243656521.8
 01/19  23:00:00,0,109369575,264578932.8
 01/19  24:00:00,0,89724137.45,290168514.3
 01/20  01:00:00,0,76828416.72,285996885.2
 01/20  02:00:00,0,74398619.83,273774056.1
 01/20  03:00:00,0,73450611.32,274468141.5
 01/20  04:00:00,0,73012106.9,276736130.6
 01/20  05:00:00,0,80572964.64,280949578.2
 01/20  06:00:00,0,96697199.11,291492083.4
 01/20  07:00:00,0,115374646.4,326480446.8
 01/20  08:00:00,0,122377729.5,340766357.1
 01/20  09:00:00,0,104215118.2,355306782.3
 01/20  10:00:00,0,94231009.49,349937265.5
 01/20  11:00:00,0,83697968.77,343172391.8
 01/20  12:00:00,0,83441287.45,311307938.9
 01/20  13:00:00,0,80719690.23,273716226.7
 01/20  14:00:00,0,78520093.9,231782861.6
 01/20  15:00:00,0,77726551.57,221045614.3
 01/20  16:00:00,0,82793058.33,228826895.2
 01/20  17:00:00,0,117924351,248502001.4
 01/20  18:00:00,0,151177890.1,266825030.2
 01/20  19:00:00,0,158622284.3,275488263.7
 01/20  20:00:00,0,155764663.5,289566077.7
 01/20  21:00:00,0,154668766.5,297720272.8
 01/20  22:00:00,0,136202750.4,320746733.3
 01/20  23:00:00,0,113092724.8,366022242.3
 01/20  24:00:00,0,92129580.38,354695781.7
 01/21  01:00:00,0,78737733.68,336814390.6
 01/21  02:00:00,0,76795208.1,338550063.8
 01/21  03:00:00,0,75444455.98,327725839.5
 01/21  04:00:00,0,75125049.09,333441723.3
 01/21  05:00:00,0,82874038.64,343377391.5
 01/21  06:00:00,0,99000920.38,353942508.5
 01/21  07:00:00,0,117697828.1,389363528.7
 01/21  08:00:00,0,124098222,406368578.8
 01/21  09:00:00,0,97981084.84,434763970
 01/21  10:00:00,0,86788277.96,400296019.6
 01/21  11:00:00,0,73887819.84,330557052.4
 01/21  12:00:00,0,72908031.84,280348486
 01/21  13:00:00,0,72387082.64,273984407.8
 01/21  14:00:00,0,70530837.56,261440828.6
 01/21  15:00:00,0,69071378.55,234013090.7
 01/21  16:00:00,0,73382512.08,223781640.6
 01/21  17:00:00,0,108301168.6,238105980.3
 01/21  18:00:00,0,150662197.4,272646883.5
 01/21  19:00:00,0,159795737.5,308160972.6
 01/21  20:00:00,0,157560828.6,339245538.2
 01/21  21:00:00,0,157153632.1,366647552.9
 01/21  22:00:00,0,138725393.4,391142423.7
 01/21  23:00:00,0,114373179.8,401368122.4
 01/21  24:00:00,0,93753142.16,400299519.4
 01/22  01:00:00,0,81586392.27,417579172.4
 01/22  02:00:00,58211.79781,80561616.88,443435290.6
 01/22  03:00:00,419118.4242,80427089.22,456289815.8
 01/22  04:00:00,694431.3906,80422642.73,463093710.9
 01/22  05:00:00,857897.2224,88100380.09,466259073.6
