Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 04/17  01:00:00,70548758.69,0,0,14886432.88,23169600,25966257.16,6526468.654,0.000135488,175582192.7,171852046.4,3730146.257
 04/17  02:00:00,69838272.99,0,0,14886432.88,23169600,24906552.85,6875687.255,3.3872E-05,182821709.1,181100173.7,1721535.375
 04/17  03:00:00,69585605.87,0,0,14886432.88,23169600,24376700.69,7152872.295,3.38721E-05,190108959.7,188387463.7,1721495.951
 04/17  04:00:00,77584531.53,0,0,19471919.18,23169600,27266590.8,7676421.544,0.000135488,206934061.6,203205195.3,3728866.304
 04/17  05:00:00,94090600.85,0,0,27381883.05,23169600,35695631.8,7843485.995,0.000914546,227283063.4,208164881.8,19118181.59
 04/17  06:00:00,96957561.64,0,0,29139652.8,7723200,53083565.93,7011142.903,0.003183975,248551879.1,184603695.6,63948183.59
 04/17  07:00:00,98666874.48,0,0,27343670.67,0,65388425.55,5934778.258,0.003387208,222441424.8,154478610.9,67962813.96
 04/17  08:00:00,98343599.09,0,0,23919589.28,0,67967412.13,6456597.667,0.003251719,204119455.6,138833061.9,65286393.71
 04/17  09:00:00,86818988.72,0,0,21894332.83,0,59827593.96,5097061.929,0.002845254,158778360.1,101521227.1,57257132.96
 04/17  10:00:00,75308274.64,0,0,21894332.83,0,49327737.83,4086203.973,0.002574278,127087559.9,75183267.41,51904292.46
 04/17  11:00:00,75239206.46,0,102039.7776,21894332.83,0,49857589.98,3385243.863,0.002066197,99185503.07,57317786.56,41867716.52
 04/17  12:00:00,73214264.98,0,244056.5968,21196991.74,0,49081841.7,2691374.945,0.00179522,76047115.15,39532239.14,36514876.02
 04/17  13:00:00,72429763.16,0,511703.2507,21894332.83,0,47738181.37,2285545.706,0.001591988,61831975.34,29331729.7,32500245.64
 04/17  14:00:00,71496386.77,0,651673.0445,21894332.83,0,47208329.21,1742051.682,0.001388755,44130659,15645043.74,28485615.26
 04/17  15:00:00,76150404.11,0,724484.4248,25218810.4,0,48797885.67,1409223.607,0.001591988,39838033.47,7337787.829,32500245.64
 04/17  16:00:00,102773324.1,0,747644.5965,34122296.3,0,66715671.97,1187711.224,0.001862964,39782183.37,1929097.224,37853086.14
 04/17  17:00:00,119799645,0,0,35865032.71,0,83933250.96,1361.363291,0.002472662,49929867.15,32889.87546,49896977.27
