Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 08/11  14:00:00,117655674.3,0,46008947.25,13640190.48,0,47208329.21,10798207.32,0.001407165,28812692.98,0,28812692.98
 08/11  15:00:00,125836652.7,0,48660138.56,16964668.05,0,48797885.67,11413960.39,0.001613092,32879038.3,0,32879038.3
 08/11  16:00:00,149431186.7,0,45856972.11,25868153.95,0,66715671.97,10990388.7,0.001887661,38300832.05,0,38300832.05
 08/11  17:00:00,172495109.7,0,47613137.66,30170497.53,0,83933250.96,10778223.57,0.002505441,50499867.99,0,50499867.99
 08/11  18:00:00,182830138.7,0,49902361.55,38309735.72,0,83236545.25,11381496.18,0.002951615,59310282.84,0,59310282.84
 08/11  19:00:00,176045625.5,0,47023123.27,44309080.3,0,73747799.95,10965621.96,0.002814331,56599385.96,0,56599385.96
 08/11  20:00:00,177506189.3,0,38700602.64,44844053.7,12856800,71628391.33,9476341.603,0.002574083,51855316.43,0,51855316.43
 08/11  21:00:00,157287814.6,0,32894657.03,33074638.86,19285200,63729202.5,8304116.182,0.002093587,42367177.36,0,42367177.36
 08/11  22:00:00,124925628.8,0,26919100.64,21305224.02,19285200,50531492.12,6884612.038,0.001819019,36945383.61,0,36945383.61
 08/11  23:00:00,96447064.06,0,21105976.45,12745649.59,19285200,37863633.89,5446604.138,0.000995312,20680002.35,0,20680002.35
 08/11  24:00:00,78461587.91,0,17424841.26,9191897.701,19285200,28085665.77,4473983.171,0.000274569,6447793.752,0,6447793.752
 08/12  01:00:00,70063884.66,0,12360845.93,9191897.701,19285200,25966257.16,3259683.878,0.000137249,3735518.373,0,3735518.373
 08/12  02:00:00,65124735.38,0,9241304.439,9191897.701,19285200,24906552.85,2499780.394,3.43122E-05,1703267.612,0,1703267.612
 08/12  03:00:00,62104030.02,0,7272794.157,9191897.701,19285200,24376700.69,1977437.464,3.43122E-05,1703248.813,0,1703248.813
 08/12  04:00:00,68562007.57,0,6468529.149,13777384,19285200,27266590.8,1764303.617,0.000137249,3734903.326,0,3734903.326
 08/12  05:00:00,85210952.71,0,6705771.418,21687347.87,19285200,35695631.8,1837001.623,0.00092643,19310680.44,0,19310680.44
 08/12  06:00:00,86618789.96,0,7917101.135,23445117.62,0,53083565.93,2173005.267,0.003225348,64683717.71,0,64683717.71
 08/12  07:00:00,97016399.97,0,8381026.556,21649135.49,0,64691719.85,2294518.075,0.003431222,68746976.29,0,68746976.29
