Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/10  22:00:00,2182781.62,146627902.9,494309594
 01/10  23:00:00,2484607.246,122794456.6,508356582.1
 01/10  24:00:00,2557745.422,102133751,500260430.1
 01/11  01:00:00,2418607.691,88861424.01,486621897.2
 01/11  02:00:00,2996234.001,88342008.05,509800399.5
 01/11  03:00:00,3360793.131,88368448.27,525831914.3
 01/11  04:00:00,3196492.933,87565801.06,522032263.5
 01/11  05:00:00,3586399.376,95967824.3,538952627.1
 01/11  06:00:00,4227022.626,113693406,578839580.3
 01/11  07:00:00,4769264.39,133806155,647002673.8
 01/11  08:00:00,4882310.046,144896859.3,663888228.2
 01/11  09:00:00,4398828.843,125751188.9,649840576.2
 01/11  10:00:00,3975623.77,110369345.4,611609982.3
 01/11  11:00:00,2661515.145,95837384.88,531716293.3
 01/11  12:00:00,1157791.908,92344792.69,452547428.2
 01/11  13:00:00,358021.8111,88684054.96,410821431.5
 01/11  14:00:00,0,86347454.72,374652847.7
 01/11  15:00:00,0,84174637.77,329557124.3
 01/11  16:00:00,0,88479967.87,320158992.2
 01/11  17:00:00,0,119975105.4,347386281.6
 01/11  18:00:00,17918.66923,158230266,418455634.2
 01/11  19:00:00,714776.5984,168241380.1,475727581.8
 01/11  20:00:00,986582.8729,165408309.1,481431165.6
 01/11  21:00:00,1634826.439,165427363.1,499992639.9
 01/11  22:00:00,2492191.295,147901063.2,521530558.5
 01/11  23:00:00,3349494.811,125426823.2,556878490.2
 01/11  24:00:00,3839639.706,105826133,565434684.4
 01/12  01:00:00,4031126.693,93303714.69,562577380.2
 01/12  02:00:00,4099243.942,91401196.73,561803233.7
 01/12  03:00:00,4474370.259,91313001.05,574492155.7
 01/12  04:00:00,5021202.711,92146626.56,596210327.9
 01/12  05:00:00,5396378.269,100501295.5,612208779
 01/12  06:00:00,5738105.544,117445591.7,638881412
 01/12  07:00:00,6086477.669,137017016.6,697676357.9
 01/12  08:00:00,6114624.953,147824472.9,709289132.2
 01/12  09:00:00,6483470.416,130700661.2,729528181.6
 01/12  10:00:00,5599526.081,114207326.8,672476207.6
 01/12  11:00:00,3883990.213,98458436.08,569415387.4
 01/12  12:00:00,2435777.877,94610981.51,479912435.4
 01/12  13:00:00,738361.4181,88732073.06,404208365.8
 01/12  14:00:00,0,83567816.17,307302980.3
 01/12  15:00:00,0,81218481.65,258479977.8
 01/12  16:00:00,0,86020443.4,261262388.3
 01/12  17:00:00,0,118698615.6,317578382.9
 01/12  18:00:00,0,156533760.6,377838027.8
 01/12  19:00:00,0,164742298.6,407723042.1
 01/12  20:00:00,0,161614568.6,412775634.6
 01/12  21:00:00,0,159883113.9,402410258.7
 01/12  22:00:00,0,140172019.4,388945713.5
 01/12  23:00:00,0,115461369.1,387520538.4
 01/12  24:00:00,0,93332405.09,343860547.2
 01/13  01:00:00,0,80483459.67,338032009.3
 01/13  02:00:00,0,80175334.74,380433622.9
 01/13  03:00:00,2409.029202,80069583.63,401006521.1
 01/13  04:00:00,306071.5493,80400708.45,413431814
 01/13  05:00:00,713944.1815,88736608.12,427511628.9
 01/13  06:00:00,1056306.834,105597695.6,451719259
 01/13  07:00:00,1073259.704,124245996,494908914.1
 01/13  08:00:00,453230.0487,133366285.3,479663975.9
 01/13  09:00:00,6276.093103,114171775.5,460801301.6
 01/13  10:00:00,0,98753362.34,413799327.8
 01/13  11:00:00,0,86328027.12,359777818.2
 01/13  12:00:00,0,85502878.61,315277028.4
 01/13  13:00:00,0,83269257.55,290622490.6
 01/13  14:00:00,0,82775594.17,289744813.2
 01/13  15:00:00,0,82598036.42,293382145.3
 01/13  16:00:00,0,88671453.51,326862611.4
 01/13  17:00:00,0,120521666.9,362340580.7
 01/13  18:00:00,0,157387983.2,398232781.7
 01/13  19:00:00,9613.591067,166188078.7,443094938.2
 01/13  20:00:00,404126.6527,164240391.5,466950958.9
 01/13  21:00:00,691417.1141,163176756.1,466277341.8
 01/13  22:00:00,924988.3057,143976520.6,459962720.3
 01/13  23:00:00,1363080.584,120344628.3,475376525.6
 01/13  24:00:00,1608348.061,100043850.1,471695957.1
 01/14  01:00:00,2032474.487,88072522.94,477476258.7
 01/14  02:00:00,2719736.999,87783731.64,503568867.5
 01/14  03:00:00,3375889.624,88455929.09,529197400.3
 01/14  04:00:00,3881184.968,89288602.83,551724053.1
 01/14  05:00:00,4253410.242,97703808.32,569165474.3
 01/14  06:00:00,4740944.71,115035558.2,602389303.9
 01/14  07:00:00,5182162.735,134791515.5,663983397.9
 01/14  08:00:00,5193084.541,144512134.4,666706667.4
 01/14  09:00:00,5037378.559,117430301.2,669877415.2
 01/14  10:00:00,4405211.147,101848798.8,634074934.3
 01/14  11:00:00,3953910.355,89942633.54,602144678.2
 01/14  12:00:00,3659933.557,89463338.61,571670139.8
 01/14  13:00:00,3107107.814,87466935.74,541266843.6
 01/14  14:00:00,2917584.173,85526009.55,532224890.2
 01/14  15:00:00,3371412.48,86407345.47,552654722
 01/14  16:00:00,3982165.774,93125700.76,589161840.2
 01/14  17:00:00,4572560.964,125304197.5,620047421.3
 01/14  18:00:00,5067749.897,171479327.2,644816520.5
 01/14  19:00:00,5576434.964,180520493.5,667155195.6
 01/14  20:00:00,6185392.429,178659087.2,691660865.6
 01/14  21:00:00,6840522.487,178871176.6,716767863.9
 01/14  22:00:00,7549870.524,161203112.1,740008606.4
 01/14  23:00:00,8163698.504,138309433.9,772105173.5
 01/14  24:00:00,8706340.435,118974707.6,787851186.6
 01/15  01:00:00,9204319.637,107309277.1,801366911.4
 01/15  02:00:00,9677097.512,106548839.4,821849887.3
 01/15  03:00:00,10127790.52,106762435.8,841707692.2
 01/15  04:00:00,10718897.43,107804622.3,869307195.7
 01/15  05:00:00,11278139.65,116692915.5,896129974.5
 01/15  06:00:00,11676666.29,133814106.4,926725690.2
 01/15  07:00:00,11871996.82,152974903.8,978515532.1
 01/15  08:00:00,12981046.93,165454312.9,1031032753
 01/15  09:00:00,13066872.86,138690640.6,1039267745
 01/15  10:00:00,11321197.13,119096853.8,922695821.2
 01/15  11:00:00,9653682.981,102980290.1,807500703.1
 01/15  12:00:00,8388520.343,99318502.43,715673587.6
 01/15  13:00:00,7465790.906,95942785.86,658061238.8
 01/15  14:00:00,6270843.668,91410686.79,606271174.7
 01/15  15:00:00,4992391.657,88088539.55,561534220.9
 01/15  16:00:00,4104525.941,91595319.67,553668178.1
 01/15  17:00:00,4227853.11,123392391.9,587185458.4
 01/15  18:00:00,6355362.536,174331997.7,696417699.8
 01/15  19:00:00,8018705.836,186819207.2,780351872
 01/15  20:00:00,9118827.514,186459783.2,832029585.6
 01/15  21:00:00,9879028.336,186873457.1,859546380.2
 01/15  22:00:00,10457617.47,168749248.2,873454791.8
 01/15  23:00:00,11691602.82,147211330.1,927985303.7
 01/15  24:00:00,12263337.17,127799457.3,940897788.8
 01/16  01:00:00,12573709.93,115579489.7,943614867.4
 01/16  02:00:00,13163437.21,115004519.5,966508882.8
 01/16  03:00:00,13537161.74,114918392.1,980065163.3
 01/16  04:00:00,14120430.15,115913079,1006751023
 01/16  05:00:00,14759414.23,124980277.7,1036959724
 01/16  06:00:00,15030530.08,141752265.1,1061117318
 01/16  07:00:00,15267662.64,160990720.3,1114240759
 01/16  08:00:00,15098224.44,170241633.2,1108020166
 01/16  09:00:00,14670807.45,142265024.5,1093994493
 01/16  10:00:00,13171996.07,123618570.8,995352066.5
 01/16  11:00:00,11544204.04,107781060.5,885494378.2
 01/16  12:00:00,10397106.39,104823821.5,808508363.9
 01/16  13:00:00,9296194.043,101122413.4,745808142.4
 01/16  14:00:00,7733808.924,95555848.59,675125285
 01/16  15:00:00,6503549.451,92828794.05,643152508.6
 01/16  16:00:00,6251166.785,97932631.77,659050643.4
 01/16  17:00:00,6442586.936,125652034.9,684118278.5
 01/16  18:00:00,6584985.8,175010690.5,699961022.9
 01/16  19:00:00,6606427.544,182889081.7,703800093.4
 01/16  20:00:00,6503060.525,179208786.5,697752809
 01/16  21:00:00,6614805.817,177970888.1,697936759.2
 01/16  22:00:00,7158552.052,159794290.3,711920558.1
 01/16  23:00:00,7747114.544,136800736.4,741999963.7
 01/16  24:00:00,7910537.558,116472403.1,740249278.2
 01/17  01:00:00,7820520.447,103284783.4,727111153.2
 01/17  02:00:00,8016644.878,101778053.7,734158658.3
 01/17  03:00:00,8435561.138,101842241.7,750702866.5
 01/17  04:00:00,8335208.997,101065454,745933061.8
 01/17  05:00:00,8149074.524,108001909.2,738305416.8
 01/17  06:00:00,8160261.698,124076519.1,750532457.7
 01/17  07:00:00,8157175.278,142702702.7,793577767.8
 01/17  08:00:00,7972265.116,152969760.6,796346146.7
 01/17  09:00:00,7681369.325,134120406.1,791877552.3
 01/17  10:00:00,7169435.278,118804563.8,756184179.1
 01/17  11:00:00,6394471.899,106020305.6,706647891.5
 01/17  12:00:00,5468892.818,104039519.3,649885467.3
 01/17  13:00:00,4604793.375,100327311.5,606035291.6
 01/17  14:00:00,4072940.234,98083017.91,571947064.6
 01/17  15:00:00,3609744.601,96480199.21,550532145.3
 01/17  16:00:00,3151196.504,100472963.7,542943744.6
 01/17  17:00:00,3232642.746,127440889.6,552151861.5
 01/17  18:00:00,3432974.907,167634001.4,568323016
 01/17  19:00:00,3570897.967,174922006.9,572667160.5
 01/17  20:00:00,3869456.293,172316209.9,584775519.4
 01/17  21:00:00,3889054.995,170872990.5,581628523.6
 01/17  22:00:00,4147093.334,151974990.5,583198894.5
 01/17  23:00:00,4786807.677,129085288.2,614101028.3
 01/17  24:00:00,5325416.542,109730463,628794638.7
 01/18  01:00:00,5591784.905,97534226.5,633346697.9
 01/18  02:00:00,4801679.308,93551140.69,598959171.8
 01/18  03:00:00,4951353.527,92858260.38,602151069.1
 01/18  04:00:00,4336029.364,90756442.46,575656989.6
 01/18  05:00:00,2458283.835,93298051.92,495847091.5
 01/18  06:00:00,1356462.512,106422323.8,460552559.9
 01/18  07:00:00,851406.2212,123584129.8,480453092.9
 01/18  08:00:00,444433.5723,133226890.3,474579602.2
 01/18  09:00:00,327141.321,115222324.7,479864674
 01/18  10:00:00,101794.6864,100669862.7,459666498.4
 01/18  11:00:00,0,89227963.11,432636328.8
