Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/14  07:00:00,14519564.04,155171897.1,1064530942
 01/14  08:00:00,14196754.19,164051733.1,1052378160
 01/14  09:00:00,14413855.92,157107784,1071216693
 01/14  10:00:00,14779444.3,147946608.7,1079512014
 01/14  11:00:00,14719852.67,129618677.9,1070168168
 01/14  12:00:00,13732650.01,112295983.7,1011538409
 01/14  13:00:00,13125472.17,110215986.8,975583326
 01/14  14:00:00,13496577.72,109528905.1,986923350
 01/14  15:00:00,13313407.7,108665991.7,975640695.1
 01/14  16:00:00,13191460.61,132607093.5,975882324.5
 01/14  17:00:00,13718280.62,164233175.1,997368354.8
 01/14  18:00:00,15142097.46,192979312.4,1057461198
 01/14  19:00:00,15610912.56,201811268.9,1078167559
 01/14  20:00:00,15547560.56,198234011.7,1073376805
 01/14  21:00:00,16074310.03,197903474.8,1089769713
 01/14  22:00:00,16796323,180055630.9,1110852622
 01/14  23:00:00,16662429.57,155193246.9,1108579902
 01/14  24:00:00,16994528.52,135148226.7,1110753133
 01/15  01:00:00,17770104.03,123981220.1,1133365727
 01/15  02:00:00,18281062.42,123190432.4,1154543222
 01/15  03:00:00,18347985.53,122359815.2,1155763850
 01/15  04:00:00,18080259.78,121217380.9,1143826509
 01/15  05:00:00,18806602.12,130308712.8,1175721484
 01/15  06:00:00,19437628.98,147864995.5,1217490214
 01/15  07:00:00,19248702.7,166119977.7,1260002497
 01/15  08:00:00,19125483.64,175496582.9,1256612542
 01/15  09:00:00,19207406,168271720.5,1270769762
 01/15  10:00:00,18487538.55,156556995.2,1231380487
 01/15  11:00:00,18289697.16,137788581.1,1212809330
 01/15  12:00:00,17745720.95,121455156.6,1171720445
 01/15  13:00:00,16333134.97,117482885.2,1100110322
 01/15  14:00:00,15303211.6,113514715.6,1051719969
 01/15  15:00:00,14806708.93,111975737.8,1029387149
 01/15  16:00:00,13480213.01,133053627.9,978289871
 01/15  17:00:00,13436096.42,163298093.8,975740940.5
 01/15  18:00:00,13338956.14,188452766.8,971479524.6
 01/15  19:00:00,12947110.89,195195980.2,955065648.1
 01/15  20:00:00,12575442.27,190818261,936121342.5
 01/15  21:00:00,11467541.78,186635605.4,883857199.3
 01/15  22:00:00,9502828.028,162399378.1,791139479.6
 01/15  23:00:00,8472662.483,135275922.8,749042607.8
 01/15  24:00:00,8561858.145,114570729.4,738898357.4
 01/16  01:00:00,8375918.069,101142637.2,721184891.3
 01/16  02:00:00,8432334.338,99316480.94,724599239.1
 01/16  03:00:00,7869515.34,97062114.9,702789624.7
 01/16  04:00:00,6766933.103,94012495.81,660525224.4
 01/16  05:00:00,7311512.276,102709517.2,684363738.1
 01/16  06:00:00,8105513.221,120751452.8,734340476.1
 01/16  07:00:00,9163860.39,142067051.5,833228404.6
 01/16  08:00:00,9884294.611,153585604.1,869482622.3
 01/16  09:00:00,8915513.947,143944212.2,840804751.2
 01/16  10:00:00,8257449.69,132358803.2,805509648.9
 01/16  11:00:00,8963016.205,115681130.5,823592959.1
 01/16  12:00:00,8816209.325,100417087.7,804132349
 01/16  13:00:00,8030312.628,98090954.29,767499705.9
 01/16  14:00:00,8163455.296,97015078.49,774147138.5
 01/16  15:00:00,9017338.153,98432907.69,800601624
 01/16  16:00:00,9262697.692,119213841.6,810120346.4
 01/16  17:00:00,9794355.681,154733113.7,831157539.1
 01/16  18:00:00,10052208.67,180742899.5,841244015.6
 01/16  19:00:00,10105380.31,188538091.8,842911077.5
 01/16  20:00:00,10596118.75,186189162.6,859283469.6
 01/16  21:00:00,11076156.11,185769317.1,873439613
 01/16  22:00:00,11106670.72,166272333.6,863677194
 01/16  23:00:00,10760060.41,140848668,850937606.9
 01/16  24:00:00,9976822.085,118131648.4,804657255.2
 01/17  01:00:00,8889062.268,102486708,746204844
 01/17  02:00:00,8192917.511,98710159.69,713501901.1
 01/17  03:00:00,7463490.309,95942938.13,681620356.4
 01/17  04:00:00,6662834.02,93521419.72,649654150.2
 01/17  05:00:00,6296692.827,100046284.6,636066351.3
 01/17  06:00:00,6152074.846,115810616.7,646454030.1
 01/17  07:00:00,6018760.979,134237478.8,694581882.9
 01/17  08:00:00,6243583.141,145546500.8,717584072.2
 01/17  09:00:00,6779680.003,148661260.7,748886939.5
 01/17  10:00:00,7773797.068,141087920.5,781207800.7
 01/17  11:00:00,7450936.736,118289223.4,759484701.7
 01/17  12:00:00,6651706.037,105287481.4,709596290.7
 01/17  13:00:00,6891802.223,104324930.6,710182969.3
